step_reward,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
-0.006,274,500,64.186,6.991464,N/A
-0.004,263,500,64.796,6.870360000000001,N/A
-0.002,252,500,66.964,6.746752000000001,N/A
0.0,0,500,100.0,0.482,N/A
0.002,0,500,100.0,0.22395200000000015,N/A
0.004,0,500,100.0,0.4358560000000003,N/A
