episode,steps,rewards,loss
1,100,-1.0000000000000007,0.2687652823328972
2,100,-1.0000000000000007,0.06580079775303602
3,100,-1.0000000000000007,0.03517504677176476
4,100,-1.0000000000000007,0.01829957714769989
5,100,-1.0000000000000007,0.011451359931379556
6,100,-1.0000000000000007,0.008589205159223639
7,100,-1.0000000000000007,0.006465677593369037
8,100,-1.0000000000000007,0.007051323172054254
9,100,-1.0000000000000007,0.008660157476115274
10,100,-1.0000000000000007,0.006347086228488479
11,100,-1.0000000000000007,0.013651394651969895
12,100,-1.0000000000000007,0.0070141973957652225
13,100,-1.0000000000000007,0.0047866395715391264
14,100,-1.0000000000000007,0.00450901897100266
15,100,-1.0000000000000007,0.0036054106630035677
16,100,-1.0000000000000007,0.0029540262545924632
17,100,-1.0000000000000007,0.0020994779515604023
18,100,-1.0000000000000007,0.002104266949445446
19,100,-1.0000000000000007,0.0020599722464976367
20,100,-1.0000000000000007,0.0016951377471559682
21,100,-1.0000000000000007,0.002884113343025092
22,100,-1.0000000000000007,0.0014352323497587348
23,100,-1.0000000000000007,0.0013118663856221246
24,100,-1.0000000000000007,0.0010820014996716055
25,100,-1.0000000000000007,0.0009824463922632276
26,100,-1.0000000000000007,0.0008957797063703766
27,100,-1.0000000000000007,0.00074523325485643
28,100,-1.0000000000000007,0.0007577661615869146
29,100,-1.0000000000000007,0.0007825719697939349
30,100,-1.0000000000000007,0.0005899973145733384
31,100,-1.0000000000000007,0.0013211310124461306
32,100,-1.0000000000000007,0.0008242086741665844
33,100,-1.0000000000000007,0.0008995932719881239
34,100,-1.0000000000000007,0.0006685215884499484
35,100,-1.0000000000000007,0.0005684193924935244
36,100,-1.0000000000000007,0.00047195939694574915
37,100,-1.0000000000000007,0.0004992551816394553
38,100,-1.0000000000000007,0.00036681162937384214
39,100,-1.0000000000000007,0.0007016292671778501
40,100,-1.0000000000000007,0.0005439521131484071
41,100,-1.0000000000000007,0.0009755433964892291
42,100,-1.0000000000000007,0.0005779973848621012
43,100,-1.0000000000000007,0.0006417473240071559
44,100,-1.0000000000000007,0.000459704233235243
45,100,-1.0000000000000007,0.0006285398790441832
46,100,-1.0000000000000007,0.0006115237680933205
47,100,-1.0000000000000007,0.0005106912215524062
48,100,-1.0000000000000007,0.0004818305415392388
49,100,-1.0000000000000007,0.00045597294094477546
50,100,-1.0000000000000007,0.0005262192411100841
51,100,-1.0000000000000007,0.0009257141793204937
52,100,-1.0000000000000007,0.0005540373793701292
53,100,-1.0000000000000007,0.0005905977636939497
54,100,-1.0000000000000007,0.0005020245724881533
55,100,-1.0000000000000007,0.0005897214590004297
56,100,-1.0000000000000007,0.00043964628071989863
57,100,-1.0000000000000007,0.00048694465498556384
58,100,-1.0000000000000007,0.0005666117255532299
59,100,-1.0000000000000007,0.0005165909059724072
60,100,-1.0000000000000007,0.0004214373650665948
61,100,-1.0000000000000007,0.0007053374586394056
62,100,-1.0000000000000007,0.0004704194543592166
63,100,-1.0000000000000007,0.0004878693079444929
64,100,-1.0000000000000007,0.0005583134248809074
65,100,-1.0000000000000007,0.0005591305941925384
66,100,-1.0000000000000007,0.0004183778384594916
67,100,-1.0000000000000007,0.00040503256810552556
68,100,-1.0000000000000007,0.0005214667899417691
69,100,-1.0000000000000007,0.0003980240451528516
70,100,-1.0000000000000007,0.00039797981444280597
71,100,-1.0000000000000007,0.0005598377384740161
72,100,-1.0000000000000007,0.0003980717305967119
73,100,-1.0000000000000007,0.000464882561172999
74,100,-1.0000000000000007,0.0005127930842900242
75,100,-1.0000000000000007,0.000522877463590703
76,100,-1.0000000000000007,0.0004795790701609803
77,100,-1.0000000000000007,0.00044409334048395977
78,100,-1.0000000000000007,0.00047842870948443304
79,100,-1.0000000000000007,0.000377213164629211
80,100,-1.0000000000000007,0.00042209097840895994
81,100,-1.0000000000000007,0.0005566522226581583
82,100,-1.0000000000000007,0.0005000957091760938
83,100,-1.0000000000000007,0.00044454768161813265
84,100,-1.0000000000000007,0.0005204309611144709
85,100,-1.0000000000000007,0.00045863913363064057
86,100,-1.0000000000000007,0.00038706533890945136
87,100,-1.0000000000000007,0.0003702543252438772
88,100,-1.0000000000000007,0.00036032406605954745
89,100,-1.0000000000000007,0.0003938871346690576
90,100,-1.0000000000000007,0.0004157206114177825
