gamma,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.8,258,500,66.356,6.402419999999999,N/A
0.85,283,500,64.304,6.903239999999999,N/A
0.9,218,500,73.144,5.42668,N/A
0.95,244,500,68.316,5.99346,N/A
1.0,247,500,69.33,6.1565,N/A
