episode,steps,rewards
1,100,0.009999999999999358
2,100,-1.0000000000000007
3,100,-1.0000000000000007
4,100,-1.0000000000000007
5,100,-1.0000000000000007
6,100,-1.0000000000000007
7,100,0.00999999999999947
8,100,-1.0000000000000007
9,100,-1.0000000000000007
10,100,0.0099999999999994
11,100,-1.0000000000000007
12,100,-1.0000000000000007
13,100,-1.0000000000000007
14,100,0.00999999999999947
15,100,-1.0000000000000007
16,100,0.00999999999999947
17,100,-1.0000000000000007
18,100,0.009999999999999358
19,100,0.00999999999999947
20,100,-1.0000000000000007
21,100,-1.0000000000000007
22,100,0.00999999999999947
23,100,0.00999999999999947
24,100,0.00999999999999947
25,100,0.009999999999999358
26,100,0.009999999999999358
27,100,0.00999999999999947
28,100,0.00999999999999947
29,100,0.009999999999999247
30,100,0.00999999999999947
31,100,-1.0000000000000007
32,100,0.00999999999999947
33,100,0.009999999999999358
34,100,0.009999999999999358
35,100,0.00999999999999947
36,100,0.00999999999999947
37,100,0.009999999999999358
38,100,0.00999999999999947
39,100,0.009999999999999358
40,100,0.009999999999999358
41,100,0.00999999999999947
42,100,0.00999999999999947
43,100,0.009999999999999358
44,100,0.009999999999999358
45,100,0.009999999999999358
46,100,0.009999999999999358
47,100,0.009999999999999358
48,100,0.00999999999999947
49,100,0.009999999999999247
50,100,0.00999999999999947
51,100,0.009999999999999358
52,100,0.009999999999999247
53,100,0.00999999999999947
54,100,0.00999999999999947
55,100,0.009999999999999358
56,100,0.009999999999999358
57,100,0.009999999999999358
58,100,0.009999999999999358
59,100,0.009999999999999358
60,100,0.009999999999999358
61,100,0.009999999999999358
62,100,0.009999999999999358
63,100,0.009999999999999358
64,100,0.009999999999999358
65,100,0.009999999999999358
66,100,0.00999999999999947
67,100,0.009999999999999358
68,100,0.009999999999999358
69,100,0.00999999999999947
70,100,0.009999999999999358
71,100,0.009999999999999358
72,100,0.009999999999999358
73,100,0.00999999999999947
74,100,0.009999999999999247
75,100,1.0199999999999991
76,100,0.009999999999999358
77,100,0.009999999999999358
78,100,0.009999999999999358
79,100,0.00999999999999947
80,100,0.009999999999999358
81,100,0.009999999999999358
82,100,0.009999999999999247
83,100,0.009999999999999358
84,100,0.009999999999999358
85,100,0.009999999999999358
86,100,0.009999999999999247
87,100,0.009999999999999358
88,100,0.00999999999999947
89,100,1.0199999999999994
90,100,0.00999999999999947
91,100,0.009999999999999358
92,100,1.0199999999999994
93,100,0.009999999999999358
94,100,0.009999999999999358
95,100,0.009999999999999358
96,100,0.009999999999999358
97,100,0.009999999999999358
98,100,1.0199999999999994
99,100,1.0199999999999991
100,100,1.0199999999999991
101,100,0.009999999999999358
102,100,1.0199999999999991
103,100,1.0199999999999991
104,100,1.0199999999999991
105,100,1.0199999999999991
106,100,1.0199999999999991
107,100,1.0199999999999991
108,100,1.0199999999999991
109,100,1.0199999999999991
110,100,1.0199999999999991
111,100,1.0199999999999991
112,100,1.0199999999999991
113,100,1.0199999999999991
114,100,1.0199999999999991
115,100,1.0199999999999991
116,100,1.0199999999999991
117,100,0.009999999999999358
118,100,1.0199999999999994
119,100,1.0199999999999991
120,100,1.0199999999999991
121,100,1.0199999999999991
122,100,1.0199999999999991
123,100,1.0199999999999991
124,100,1.0199999999999991
125,100,1.0199999999999991
126,100,1.0199999999999991
127,100,1.0199999999999991
128,100,1.0199999999999991
129,100,1.0199999999999991
130,100,1.0199999999999991
131,100,1.0199999999999991
132,100,1.0199999999999991
133,100,1.0199999999999991
134,100,1.0199999999999991
135,100,1.0199999999999991
136,100,1.0199999999999991
137,100,1.0199999999999991
138,100,1.0199999999999991
139,100,1.0199999999999991
140,100,1.0199999999999991
141,100,1.0199999999999991
142,100,1.0199999999999991
143,100,0.009999999999999358
144,100,1.0199999999999991
145,100,1.0199999999999991
146,100,1.0199999999999991
147,100,1.0199999999999991
148,100,1.0199999999999991
149,100,1.0199999999999991
150,100,1.0199999999999991
151,100,1.0199999999999991
152,100,1.0199999999999991
153,100,1.0199999999999991
154,100,1.0199999999999991
155,100,1.0199999999999991
156,100,1.0199999999999991
157,100,1.0199999999999991
158,100,1.0199999999999991
159,100,1.0199999999999991
160,100,1.0199999999999991
161,100,1.0199999999999991
162,100,1.0199999999999991
163,88,11.149999999999999
164,100,1.0199999999999991
165,100,1.0199999999999991
166,100,1.0199999999999991
167,100,1.0199999999999991
168,100,1.0199999999999991
169,100,1.0199999999999991
170,100,1.0199999999999991
171,100,1.0199999999999991
172,100,1.0199999999999991
173,100,1.0199999999999991
174,100,1.0199999999999991
175,100,1.0199999999999991
176,100,1.0199999999999991
177,100,1.0199999999999994
178,100,1.0199999999999991
179,100,1.0199999999999991
180,100,1.0199999999999991
181,100,1.0199999999999991
182,100,1.0199999999999991
183,100,1.0199999999999991
184,100,1.0199999999999991
185,83,11.2
186,100,1.0199999999999991
187,100,1.0199999999999991
188,100,1.0199999999999991
189,100,1.0199999999999991
190,100,1.0199999999999991
191,100,1.0199999999999991
192,100,1.0199999999999991
193,100,1.0199999999999991
194,100,1.0199999999999991
195,100,1.0199999999999991
196,100,1.0199999999999991
197,100,1.0199999999999991
198,100,1.0199999999999991
199,100,1.0199999999999991
200,100,1.0199999999999991
201,100,1.0199999999999991
202,100,1.0199999999999991
203,100,1.0199999999999991
204,100,1.0199999999999991
205,100,1.0199999999999991
206,100,1.0199999999999991
207,100,1.0199999999999991
208,100,1.0199999999999991
209,100,1.0199999999999991
210,100,1.0199999999999991
211,100,1.0199999999999991
212,100,1.0199999999999991
213,100,1.0199999999999991
214,100,1.0199999999999991
215,100,1.0199999999999991
216,100,1.0199999999999991
217,100,1.0199999999999991
218,100,1.0199999999999991
219,100,1.0199999999999991
220,100,1.0199999999999991
221,100,1.0199999999999991
222,100,1.0199999999999991
223,100,1.0199999999999991
224,100,1.0199999999999991
225,100,1.0199999999999991
226,100,1.0199999999999991
227,100,1.0199999999999991
228,74,11.29
229,100,1.0199999999999991
230,100,1.0199999999999991
231,93,11.1
232,57,11.459999999999999
233,100,1.0199999999999991
234,48,11.549999999999999
235,85,11.18
236,100,1.0199999999999991
237,100,1.0199999999999991
238,100,1.0199999999999991
239,100,1.0199999999999991
240,93,11.1
241,100,1.0199999999999991
242,74,11.29
243,84,11.19
244,73,11.299999999999999
245,100,1.0199999999999991
246,100,1.0199999999999991
247,79,11.239999999999998
248,100,1.0199999999999991
249,63,11.399999999999999
250,100,11.03
251,99,11.04
252,100,1.0199999999999991
253,100,1.0199999999999991
254,100,1.0199999999999991
255,37,11.66
256,100,1.0199999999999991
257,100,1.0199999999999991
258,100,1.0199999999999991
259,100,1.0199999999999991
260,100,1.0199999999999991
261,100,1.0199999999999991
262,100,1.0199999999999991
263,100,1.0199999999999991
264,100,1.0199999999999991
265,100,1.0199999999999991
266,100,1.0199999999999991
267,62,11.41
268,100,1.0199999999999991
269,100,1.0199999999999991
270,100,1.0199999999999991
271,100,1.0199999999999991
272,100,1.0199999999999991
273,100,1.0199999999999991
274,100,1.0199999999999991
275,100,1.0199999999999991
276,100,1.0199999999999991
277,100,1.0199999999999991
278,100,1.0199999999999991
279,100,1.0199999999999991
280,100,1.0199999999999991
281,100,1.0199999999999991
282,100,1.0199999999999991
283,100,1.0199999999999991
284,100,1.0199999999999991
285,100,1.0199999999999991
286,100,1.0199999999999991
287,100,1.0199999999999991
288,100,1.0199999999999991
289,100,1.0199999999999991
290,100,1.0199999999999991
291,100,1.0199999999999991
292,100,1.0199999999999991
293,100,1.0199999999999991
294,89,11.139999999999999
295,46,11.57
296,100,1.0199999999999991
297,100,1.0199999999999991
298,47,11.559999999999999
299,75,11.28
300,85,11.18
301,100,1.0199999999999991
302,63,11.399999999999999
303,100,1.0199999999999991
304,69,11.34
305,84,11.19
306,47,11.559999999999999
307,67,11.36
308,76,11.27
309,58,11.45
310,69,11.34
311,58,11.45
312,58,11.45
313,94,11.09
314,100,1.0199999999999991
315,50,11.53
316,35,11.68
317,31,11.719999999999999
318,33,11.7
319,31,11.719999999999999
320,33,11.7
321,33,11.7
322,47,11.559999999999999
323,33,11.7
324,33,11.7
325,31,11.719999999999999
326,51,11.52
327,31,11.719999999999999
328,33,11.7
329,31,11.719999999999999
330,35,11.68
331,33,11.7
332,31,11.719999999999999
333,31,11.719999999999999
334,31,11.719999999999999
335,40,11.629999999999999
336,31,11.719999999999999
337,31,11.719999999999999
338,37,11.66
339,39,11.64
340,33,11.7
341,31,11.719999999999999
342,35,11.68
343,31,11.719999999999999
344,31,11.719999999999999
345,33,11.7
346,31,11.719999999999999
347,35,11.68
348,31,11.719999999999999
349,31,11.719999999999999
350,31,11.719999999999999
351,31,11.719999999999999
352,31,11.719999999999999
353,33,11.7
354,39,11.64
355,31,11.719999999999999
356,33,11.7
357,68,11.35
358,37,11.66
359,31,11.719999999999999
360,33,11.7
361,100,1.0199999999999991
362,31,11.719999999999999
363,33,11.7
364,31,11.719999999999999
365,35,11.68
366,31,11.719999999999999
367,35,11.68
368,33,11.7
369,31,11.719999999999999
370,33,11.7
371,31,11.719999999999999
372,31,11.719999999999999
373,31,11.719999999999999
374,31,11.719999999999999
375,31,11.719999999999999
376,31,11.719999999999999
377,33,11.7
378,31,11.719999999999999
379,31,11.719999999999999
380,31,11.719999999999999
381,33,11.7
382,31,11.719999999999999
383,31,11.719999999999999
384,31,11.719999999999999
385,33,11.7
386,31,11.719999999999999
387,31,11.719999999999999
388,37,11.66
389,33,11.7
390,31,11.719999999999999
391,31,11.719999999999999
392,31,11.719999999999999
393,33,11.7
394,31,11.719999999999999
395,31,11.719999999999999
396,31,11.719999999999999
397,31,11.719999999999999
398,31,11.719999999999999
399,31,11.719999999999999
400,31,11.719999999999999
401,31,11.719999999999999
402,33,11.7
403,31,11.719999999999999
404,31,11.719999999999999
405,38,11.65
406,31,11.719999999999999
407,33,11.7
408,31,11.719999999999999
409,31,11.719999999999999
410,31,11.719999999999999
411,31,11.719999999999999
412,33,11.7
413,31,11.719999999999999
414,33,11.7
415,31,11.719999999999999
416,31,11.719999999999999
417,33,11.7
418,31,11.719999999999999
419,31,11.719999999999999
420,31,11.719999999999999
421,31,11.719999999999999
422,33,11.7
423,33,11.7
424,31,11.719999999999999
425,31,11.719999999999999
426,31,11.719999999999999
427,33,11.7
428,31,11.719999999999999
429,33,11.7
430,31,11.719999999999999
431,33,11.7
432,31,11.719999999999999
433,31,11.719999999999999
434,31,11.719999999999999
435,31,11.719999999999999
