gamma,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.8,221,500,71.862,5.4692599999999985,N/A
0.85,245,500,68.306,6.0075199999999995,N/A
0.9,282,500,64.066,6.8027799999999985,N/A
0.95,247,500,67.308,6.065619999999999,N/A
1.0,240,500,71.23,5.90242,N/A
