gamma,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.8,273,500,60.854,4.862380000000001,0.05067929503339034
0.85,461,500,28.024,8.958200000000001,0.05691725521755528
0.9,470,500,25.27,9.166099999999998,0.06441642255987834
0.95,337,500,49.258,6.2608999999999995,0.06448513876634818
0.999,76,500,91.932,0.6037199999999995,0.06423350931892295
