step_reward,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
-0.006,450,500,28.29,8.83566,N/A
-0.004,448,500,30.304,8.842368,N/A
-0.002,453,500,30.322,9.001168,N/A
0.0,0,500,100.0,0.0,N/A
0.002,4,500,99.786,0.279556,N/A
0.004,3,500,99.86,0.45941600000000027,N/A
