ep_decay,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.9,0,500,100.0,-1.0000000000000004,0.00041761955835262085
0.95,0,500,100.0,-1.0000000000000004,0.0011190285708794904
0.999,474,500,25.952,9.239439999999998,0.1253725107381528
