epsilon,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.7,0,500,100.0,-1.0000000000000004,0.006589908984948215
0.9,0,500,100.0,-1.0000000000000004,0.03102293753726601
1.0,79,500,90.674,0.6764199999999998,0.03384043337258788
