alpha,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.8,255,500,67.792,6.218919999999999,N/A
0.85,270,500,64.736,6.59624,N/A
0.9,298,500,62.66,7.26038,N/A
0.95,181,500,76.444,4.612539999999999,N/A
1.0,208,500,73.246,5.199200000000001,N/A
