ep_decay,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.85,0,500,100.0,-0.006160000000000748,N/A
0.9,346,500,54.306,8.323059999999998,N/A
0.95,205,500,72.506,5.029379999999999,N/A
0.99,256,500,67.056,6.2927599999999995,N/A
1,0,500,100.0,-0.6081200000000005,N/A
