episode,steps,rewards,loss
1,100,-1.0000000000000007,1.6915384314209223
2,100,-1.0000000000000007,0.46073408141732214
3,100,-1.0000000000000007,0.5518830684572458
4,100,-1.0000000000000007,0.4089299350231886
5,100,-1.0000000000000007,0.4040712255239487
6,100,-1.0000000000000007,0.40438417106866836
7,100,-1.0000000000000007,0.3174255618453026
8,100,-1.0000000000000007,0.38209722071886065
9,100,-1.0000000000000007,0.4078820660710335
10,100,-1.0000000000000007,0.3276297967135906
11,100,-1.0000000000000007,0.21688268601894378
12,100,-1.0000000000000007,0.20751443788409232
13,100,-1.0000000000000007,0.2388639734685421
14,100,-1.0000000000000007,0.17697539947927
15,100,-1.0000000000000007,0.14432743839919568
16,30,9.72,0.12989202092091243
17,86,9.16,0.2759978401279727
18,95,9.07,0.35426910088250513
19,22,9.8,0.3868970610201359
20,67,9.35,0.38689332544358807
21,47,9.549999999999999,0.15538308123483302
22,38,9.64,0.25459117809996795
23,79,9.23,0.36584700469540643
24,91,9.11,0.4291193175569668
25,76,9.26,0.3414565573054317
26,76,9.26,0.1901030569263783
27,34,9.68,0.6225277566186646
28,96,9.059999999999999,0.31590748803379637
29,32,9.7,0.40027066541370004
30,37,9.65,0.5038760862741116
31,100,-1.0000000000000007,0.2957870946172625
32,100,-1.0000000000000007,0.31993014694191513
33,49,9.53,0.2781566209634956
34,100,-1.0000000000000007,0.3477526545152068
35,100,-1.0000000000000007,0.27736418522894385
36,100,-1.0000000000000007,0.3356445073429495
37,100,-1.0000000000000007,0.20077719614841044
38,100,-1.0000000000000007,0.26466132409870624
39,27,9.75,0.2384105711761448
40,89,9.129999999999999,0.18155530437282966
41,30,9.72,0.2828392357255022
42,94,9.08,0.23392976416235275
43,66,9.36,0.18765286311055673
44,100,-1.0000000000000007,0.2310358589142561
45,100,-1.0000000000000007,0.22880033381283282
46,100,-1.0000000000000007,0.1839954774081707
47,63,9.39,0.12704803330439424
48,33,9.69,0.13258600703468829
49,17,9.85,0.14892014379010482
50,62,9.4,0.1619302279826614
51,47,9.549999999999999,0.2724198236110363
52,67,9.35,0.20976701212018284
53,30,9.72,0.2491537496447563
54,21,9.81,0.17031906190372648
55,25,9.77,0.20525997892022133
56,23,9.79,0.20300603010084317
57,73,9.29,0.21260917043849215
58,21,9.81,0.20842698305135682
59,52,9.5,0.20003389853697556
60,100,-1.0000000000000007,0.17471277829259635
61,45,9.57,0.30399535182449555
62,28,9.74,0.3613893836736679
63,100,-1.0000000000000007,0.23552437253296377
64,17,9.85,0.1384157591006335
65,49,9.53,0.1400571557484111
66,92,9.1,0.2373300550667488
67,100,-1.0000000000000007,0.1445705795660615
68,62,9.4,0.11725232942450431
69,39,9.629999999999999,0.11165370849462655
70,100,-1.0000000000000007,0.14927003797143698
71,36,9.66,0.35861812511252034
72,78,9.24,0.259260943875863
73,27,9.75,0.29019182202992616
74,55,9.469999999999999,0.24391045834530484
75,66,9.36,0.17506443723246004
76,28,9.74,0.14677118829318456
77,69,9.33,0.18815842648779135
78,17,9.85,0.1131138544091407
79,100,-1.0000000000000007,0.1608702139928937
80,20,9.82,0.13250355739146472
81,41,9.61,0.29473184739671104
82,22,9.8,0.39391996643759986
83,18,9.84,0.2305017788377073
84,23,9.79,0.20616681776616885
85,28,9.74,0.20174125688416616
86,24,9.78,0.2398290503770113
87,29,9.73,0.24467891454696655
88,46,9.56,0.2593609043599471
89,58,9.44,0.20912155643876257
90,46,9.56,0.19713321133800174
91,22,9.8,0.2534313618459485
92,36,9.66,0.3026057841877143
93,99,9.03,0.2646075022416283
94,79,9.23,0.24768051969571203
95,29,9.73,0.23344629720367235
96,19,9.83,0.18003385945370323
97,50,9.52,0.2563751070946455
98,26,9.76,0.17704711424616668
99,31,9.709999999999999,0.17677227419710928
100,25,9.77,0.21773768752813338
101,17,9.85,0.2675672576707952
102,19,9.83,0.2204352566286137
103,45,9.57,0.284023980382416
104,21,9.81,0.2587724434477942
105,100,-1.0000000000000007,0.2792269519343972
106,40,9.62,0.2514945274218917
107,100,-1.0000000000000007,0.2318643681704998
108,100,-1.0000000000000007,0.21798968743532895
109,18,9.84,0.15596522628847095
110,23,9.79,0.15976706552116768
111,23,9.79,0.3082015034945115
112,93,9.09,0.24370340446150432
113,27,9.75,0.17591261918897982
114,17,9.85,0.2070908379905364
115,36,9.66,0.3329330382661687
116,100,-1.0000000000000007,0.21682056840509176
117,34,9.68,0.20447634511134205
118,18,9.84,0.29390256313814056
119,17,9.85,0.22778336813344674
120,32,9.7,0.16371921682730317
121,20,9.82,0.19598390199244023
122,23,9.79,0.2314319468062857
123,30,9.72,0.17563890342911084
124,20,9.82,0.2257958821952343
125,17,9.85,0.1631731527912266
126,25,9.77,0.2464886063337326
127,24,9.78,0.16015523066744208
128,24,9.78,0.1686245558472971
129,19,9.83,0.11684791155551609
130,32,9.7,0.17208940972341225
131,19,9.83,0.11957262926980068
132,22,9.8,0.17129429785365408
133,18,9.84,0.21019547101524141
134,19,9.83,0.10762417669359006
135,17,9.85,0.11723746534656077
136,17,9.85,0.13131571999367544
137,17,9.85,0.08629487345323843
138,19,9.83,0.1869930417129868
139,20,9.82,0.21789306960999966
140,17,9.85,0.10251077637076378
