episode,steps,rewards,loss
1,100,-1.0000000000000007,0.3609541694819927
2,100,-1.0000000000000007,0.08763506200164556
3,100,-1.0000000000000007,0.07870913203805685
4,100,-1.0000000000000007,0.07607087414711713
5,100,-1.0000000000000007,0.08410444939509035
6,100,-1.0000000000000007,0.0817897742241621
7,100,-1.0000000000000007,0.0713361556828022
8,100,-1.0000000000000007,0.0682396813109517
9,100,-1.0000000000000007,0.06169794455170632
10,100,-1.0000000000000007,0.05278101423755288
11,100,-1.0000000000000007,0.03741681011393666
12,100,-1.0000000000000007,0.022152356365695597
13,100,-1.0000000000000007,0.016604506145231426
14,100,-1.0000000000000007,0.015422639288008213
15,100,-1.0000000000000007,0.01351070538163185
16,100,-1.0000000000000007,0.010783419222570955
17,100,-1.0000000000000007,0.009870441979728639
18,100,-1.0000000000000007,0.010015547377988696
19,100,-1.0000000000000007,0.008114304831251503
20,100,-1.0000000000000007,0.007918405644595623
21,100,-1.0000000000000007,0.016617901287972928
22,100,-1.0000000000000007,0.007989396487828345
23,100,-1.0000000000000007,0.006631870875135064
24,100,-1.0000000000000007,0.005665855158586055
25,100,-1.0000000000000007,0.0049886556051205845
26,100,-1.0000000000000007,0.004556067577796057
27,100,-1.0000000000000007,0.003603123464854434
28,100,-1.0000000000000007,0.003318567567039281
29,100,-1.0000000000000007,0.0031448347092373295
30,100,-1.0000000000000007,0.0026925983291585
31,100,-1.0000000000000007,0.008138069050619378
32,100,-1.0000000000000007,0.0041793457989115265
33,100,-1.0000000000000007,0.003054106162162498
34,100,-1.0000000000000007,0.002855451210634783
35,100,-1.0000000000000007,0.002194657932850532
36,100,-1.0000000000000007,0.0018694850552128629
37,100,-1.0000000000000007,0.0016530646878527477
38,100,-1.0000000000000007,0.0014838482017512434
39,100,-1.0000000000000007,0.0014563689939677716
40,100,-1.0000000000000007,0.0012876540710567497
41,100,-1.0000000000000007,0.0049329746316652745
42,100,-1.0000000000000007,0.0022156064253067596
43,100,-1.0000000000000007,0.0015786039392696695
44,100,-1.0000000000000007,0.0011273850110592322
45,100,-1.0000000000000007,0.0011822654429124667
46,100,-1.0000000000000007,0.0009457179284072481
47,100,-1.0000000000000007,0.0010057225651689805
48,100,-1.0000000000000007,0.0009085330925881862
49,100,-1.0000000000000007,0.0009404163708677516
50,100,-1.0000000000000007,0.000950026330538094
51,100,-1.0000000000000007,0.002154378444538452
52,100,-1.0000000000000007,0.0013511552178533748
53,100,-1.0000000000000007,0.0010161155249807053
