ep_decay,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.999,13371,36000,72.16475,4.651819722222221,N/A
0.9999,17918,36000,65.16966666666667,6.1951591666666666,N/A
0.99999,1824,36000,98.72866666666667,0.9660383333333327,N/A
