episode,steps,rewards,loss
1,100,-1.0000000000000007,0.23948662055656314
2,100,-1.0000000000000007,0.032278711628168824
3,100,-1.0000000000000007,0.024126620423048736
4,100,-1.0000000000000007,0.022826026175171137
5,100,-1.0000000000000007,0.024213844127953053
6,100,-1.0000000000000007,0.02252159409224987
7,100,-1.0000000000000007,0.021129801832139493
8,100,-1.0000000000000007,0.018673411514610053
9,100,-1.0000000000000007,0.01735043726861477
10,100,-1.0000000000000007,0.017095863791182636
11,100,-1.0000000000000007,0.01600105640478432
12,100,-1.0000000000000007,0.014045850783586502
13,100,-1.0000000000000007,0.014044937025755645
14,61,9.41,0.013938229294402188
15,100,-1.0000000000000007,0.10104552547447383
16,47,9.549999999999999,0.07407814999447858
17,100,-1.0000000000000007,0.0744513707794249
18,100,-1.0000000000000007,0.11567461137659847
19,100,-1.0000000000000007,0.08412254467140884
20,63,9.39,0.12209965170375885
21,100,-1.0000000000000007,0.08003332960652187
22,100,-1.0000000000000007,0.07777396650752053
23,100,-1.0000000000000007,0.09471387200755998
24,100,-1.0000000000000007,0.09401676873909309
25,58,9.44,0.04363732891767446
26,100,-1.0000000000000007,0.10104803333757445
27,100,-1.0000000000000007,0.11277398081147112
28,100,-1.0000000000000007,0.02827315892209299
29,100,-1.0000000000000007,0.06681470780866221
30,100,-1.0000000000000007,0.08490155897918157
31,100,-1.0000000000000007,0.07731865148467477
32,100,-1.0000000000000007,0.05515076008508913
33,100,-1.0000000000000007,0.04660547816194594
34,100,-1.0000000000000007,0.13602588914567604
35,100,-1.0000000000000007,0.05957886222982779
36,100,-1.0000000000000007,0.06356491278740578
37,100,-1.0000000000000007,0.09309619564912282
38,100,-1.0000000000000007,0.02544043821748346
39,100,-1.0000000000000007,0.14156253485474735
40,100,-1.0000000000000007,0.07252917698118835
41,100,-1.0000000000000007,0.03583240415668115
42,100,-1.0000000000000007,0.07163497135275974
43,92,9.1,0.03242501715177913
44,100,-1.0000000000000007,0.06904077571700327
45,100,-1.0000000000000007,0.06777311431942508
46,100,-1.0000000000000007,0.040880685935844666
47,100,9.02,0.11731338979676366
48,55,9.469999999999999,0.06360885020853443
49,43,9.59,0.10191394505091012
50,77,9.25,0.05094779480563162
51,95,9.07,0.1473893342588685
