step_reward,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
-0.006,242,500,69.65,6.316284,N/A
-0.004,266,500,65.582,6.866999999999999,N/A
-0.002,204,500,74.358,5.57538,N/A
0.0,0,500,100.0,0.13,N/A
0.002,0,500,100.0,0.24391200000000016,N/A
0.004,0,500,100.0,0.4199200000000003,N/A
