memory_buffer_size,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
100,172,500,75.626,2.6906199999999996,0.03153241149966695
500,185,500,72.438,2.9830199999999993,0.04278113513588623
1000,103,500,85.53,1.20882,0.03441528130312459
10000,0,500,100.0,-1.0000000000000004,0.003718506827498068
