gamma,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.8,7179,36000,84.91822222222223,2.484667499999999,N/A
0.85,11131,36000,76.83922222222222,3.8236605555555547,N/A
0.9,13340,36000,72.13655555555556,4.557603888888888,N/A
0.95,13669,36000,71.44361111111111,4.708140833333332,N/A
1.0,16784,36000,64.97377777777778,5.751484999999999,N/A
