gamma,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
0.8,449,500,29.204,8.69694,N/A
0.85,456,500,28.638,8.84274,N/A
0.9,447,500,29.836,8.65058,N/A
0.95,445,500,29.728,8.611619999999998,N/A
1.0,454,500,29.28,8.796280000000001,N/A
