step_reward,done_episodes_count,total_episodes_count,total_steps_avg,rewards_avg,loss_avg
-0.006,230,500,71.118,5.9325280000000005,N/A
-0.004,263,500,66.648,6.818776,N/A
-0.002,245,500,67.91,6.612848,N/A
0.0,0,500,100.0,0.182,N/A
0.002,0,500,100.0,0.22594800000000015,N/A
0.004,0,500,100.0,0.43984000000000034,N/A
